id,latitude,longitude,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
5612847,51.7358697625,-1.3107155822,Ortica,Urtica dioica,stinging nettle,Plantae,51884
5621680,45.118098559,10.536425694,Ortica,Urtica dioica,stinging nettle,Plantae,51884
5673494,47.3866580666,8.5280688107,Stinging Nettle,Urtica dioica,stinging nettle,Plantae,51884
5686590,48.7479029,7.0916836,Ortica,Urtica dioica,stinging nettle,Plantae,51884
5902533,52.2164176824,0.0947179366,stinging nettle,Urtica dioica,stinging nettle,Plantae,51884
5907339,46.3374735089,7.0150018483,stinging nettle,Urtica dioica,stinging nettle,Plantae,51884
5950026,51.42350191,12.2242807,stinging nettle,Urtica dioica,stinging nettle,Plantae,51884
6006611,47.0002527778,6.9363416667,Stinging Nettle,Urtica dioica,stinging nettle,Plantae,51884
6026602,38.1700109919,-7.0298965536,stinging nettle,Urtica dioica,stinging nettle,Plantae,51884
6072866,46.1276568747,7.07639679,Stinging Nettle,Urtica dioica,stinging nettle,Plantae,51884
6137527,46.3447117433,6.9947875477,stinging nettle,Urtica dioica,stinging nettle,Plantae,51884
6137538,46.3446823229,6.9948135316,Ortica,Urtica dioica,stinging nettle,Plantae,51884
6149344,47.2214897024,8.6832035054,Stinging nettle,Urtica dioica,stinging nettle,Plantae,51884
6149538,47.22196454,8.68357798,Stinging nettle,Urtica dioica,stinging nettle,Plantae,51884
6168395,59.36842,18.0667916667,Ortica,Urtica dioica,stinging nettle,Plantae,51884
6168579,57.0178606566,-2.1792497634,Ortica,Urtica dioica,stinging nettle,Plantae,51884
6191499,47.6613333333,9.4768033333,stinging nettle,Urtica dioica,stinging nettle,Plantae,51884
6194005,56.3341692159,-2.8145170212,stinging nettle,Urtica dioica,stinging nettle,Plantae,51884
6204121,46.9227790833,6.6227779388,Stinging nettle,Urtica dioica,stinging nettle,Plantae,51884
6233457,50.93019646,4.33214966,stinging nettle,Urtica dioica,stinging nettle,Plantae,51884
6282766,45.6844209999,9.3428612128,stinging nettle,Urtica dioica,stinging nettle,Plantae,51884
6283570,45.639549,9.33068,stinging nettle,Urtica dioica,stinging nettle,Plantae,51884
6284199,45.6721375,9.4926417,stinging nettle,Urtica dioica,stinging nettle,Plantae,51884
6284276,45.7224960327,9.6487913132,stinging nettle,Urtica dioica,stinging nettle,Plantae,51884
6285149,45.6913933333,9.0469016667,stinging nettle,Urtica dioica,stinging nettle,Plantae,51884
6299569,45.1631700489,10.8094200119,Urtica dioica,Urtica dioica,stinging nettle,Plantae,51884
6299819,45.5379517636,9.2071104034,stinging nettle,Urtica dioica,stinging nettle,Plantae,51884
6301711,44.6803217089,14.7542134186,stinging nettle,Urtica dioica,stinging nettle,Plantae,51884
6307603,51.450675,-0.2364716667,stinging nettle,Urtica dioica,stinging nettle,Plantae,51884
6315263,51.0888290405,3.7198123932,stinging nettle,Urtica dioica,stinging nettle,Plantae,51884
6315714,48.1494674273,11.5878263209,stinging nettle,Urtica dioica,stinging nettle,Plantae,51884
